stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_timezone
PIPN,PIPN,Pipun,,54.8400981,-98.7531758,Canada/Central
WBDN,WBDN,Wabowden,,54.909127,-98.63058199999999,Canada/Central
LYDD,LYDD,Lyddal,,55.029422,-98.414532,Canada/Central
ODHI,ODHI,Odhill,,55.108691,-98.223475,Canada/Central
HOCK,HOCK,Hockin,,55.275929,-97.832626,Canada/Central
THKP,THKP,Thicket Portage,,55.319011769580115,-97.6880693435669,Canada/Central
LEVN,LEVN,Leven,,55.381287,-97.54130200000002,Canada/Central
THOM,THOM,Thompson,,55.74063959999999,-97.82999590000001,Canada/Central
SIPI,SIPI,Sipiwesk,,55.462715,-97.38853089999999,Canada/Central
PIKW,PIKW,Pikwitonei,,55.5852,-97.154737,Canada/Central
BRGR,BRGR,Bridgar,,55.63684199999999,-97.06134999999999,Canada/Central
PITS,PITS,Pit Siding,,55.91519,-96.299691,Canada/Central
ILFO,ILFO,Ilford,,56.06524289999999,-95.605055,Canada/Central
WVHO,WVHO,Wivenhoe,,56.176547,-95.213765,Canada/Central
GILL,GILL,Gillam,,56.34728819999999,-94.69956649999999,Canada/Central
BIRD,BIRD,Bird,,56.49529093375796,-94.23484325408936,Canada/Central
AMRY,AMRY,Amery,,56.559037,-94.07189609999999,Canada/Central
WEIR,WEIR,Weir River,,56.817819,-94.0932948,Canada/Central
THIB,THIB,Thibaudeau,,57.082879,-94.146446,Canada/Central
HERC,HERC,Herchmer,,57.387128,-94.19091399999999,Canada/Central
ODAY,ODAY,O'Day,,57.597606499857136,-94.2102018522963,Canada/Central
MCLI,MCLI,M'Clintock,,57.80109100000001,-94.21434099999999,Canada/Central
CHES,CHES,Chesnaye,,58.19565000000001,-94.146912,Canada/Central
TIDL,TIDL,Tidal,,58.6600072,-94.1207811,Canada/Central
CHUR,CHUR,Churchill,,58.767797,-94.1745521,Canada/Central
